ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
TJOTZLI,8,TILJZO;TTILJO;TTLJZO;TTILJZ,T;Z;I;O,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0A8JeAg?WGAKHmFD0CBAA;v115@9gC8RpBthlC8i0wwBtglE8g0ywglD8RpzwA8JeAgWG?A0/VWCaHBAA;v115@9gC8zhhlC8BtzwglE8i0xwD8Btwwg0wwglA8JeAgWG?A0fjWCU+AAA;v115@9gC8RpilwwC8i0glAtxwE8g0BtxwD8RpAtywA8JeAg?WGA0fjxCMHBAA
OTJOSIJ,6,TIJJSO;TIJSOO;TJJSOO;TIJJOO,O;J;I;S,v115@9gC8R4h0RpC8R4h0wwRpE8g0xwRpD8i0wwRpA8JeAg?WGAv/lPCPNBAA;v115@9gC8R4Rph0C8R4g0Rpg0wwE8g0RpxwD8h0Rpg0wwA8?JeAgWGA0vaPCPNBAA;v115@9gC8R4zhC8R4j0wwE8g0RpxwD8h0Rpg0wwA8JeAgWG?A0vaPCT+AAA;v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8wwg0zhC8xwi0R4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCK+AAA;v115@9gC8wwg0zhC8xwi0RpE8Rpg0RpD8wwRpi0A8JeAgWG?AK3KxCK+AAA
JOTJZTL,15,TLJJZO;TTLJJO;TTLJZO;TTJJZO;TTLJJZ,T;Z;J;L;O,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpA8JeAg?WGAvu/wCs/AAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8BtRph0C8ywRpg0wwE8i0xwD8wwBth0wwA8JeAg?WGA0f/wCvXBAA;v115@9gC8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwA8Je?AgWGAq+aPC0CBAA;v115@9gC8ywRpg0C8BtxwRpg0E8xwi0D8Btwwi0A8JeAgWG?AquPFDvOBAA;v115@9gC8wwhlRpg0C8ywglRpg0E8wwgli0D8ywi0A8JeAg?WGAquHgC0CBAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA;v115@9gC8i0ilC8ywg0ywE8Rpi0D8wwRpglwwg0A8JeAgWG?Av/VxCqCBAA;v115@9gC8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0A8JeAg?WGAKHmFD0CBAA;v115@9gC8ywi0C8Btxwi0E8xwRpg0D8BtwwRpg0A8JeAgWG?AvuPFD0/AAA;v115@9gC8ilywC8i0Btwwg0E8g0wwBtg0D8glywh0A8JeAg?WGA0fzPC0CBAA;v115@9gC8ywilC8Btwwj0E8ywh0D8Btwwglh0A8JeAgWGAq?uPFD0CBAA
TJOTLZI,10,TILJZO;TTILJO;TTLJZO;TTILJZ,T;Z;I;O,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ywglRpC8BtxwglRpE8xwi0D8Btwwhlg0A8JeAg?WGAqujWCvOBAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8RpzhC8i0zwE8g0ywglD8RpwwilA8JeAgWGA0/D?xCP+AAA;v115@9gC8RpBthlC8i0wwBtglE8g0ywglD8RpzwA8JeAgWG?A0/VWCaHBAA;v115@9gC8zhhlC8BtzwglE8i0xwD8Btwwg0wwglA8JeAgWG?A0fjWCU+AAA;v115@9gC8RpzhC8i0ilwwE8g0glywD8RpzwA8JeAgWGA0/V?WCP+AAA;v115@9gC8RpBthlC8i0zwE8g0ywglD8RpwwBtglA8JeAgWG?A0/VWCvXBAA
OTJOSJI,8,TIJJSO;TIJSOO;TJJSOO;TIJJOO,O;J;I;S,v115@9gC8R4h0RpC8R4h0wwRpE8g0xwRpD8i0wwRpA8JeAg?WGAv/lPCPNBAA;v115@9gC8R4Rph0C8R4g0Rpg0wwE8g0RpxwD8h0Rpg0wwA8?JeAgWGA0vaPCPNBAA;v115@9gC8R4zhC8R4j0wwE8g0RpxwD8h0Rpg0wwA8JeAgWG?A0vaPCT+AAA;v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8wwg0zhC8xwi0R4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCK+AAA;v115@9gC8wwg0R4RpC8xwi0RpE8i0RpD8wwR4g0RpA8JeAg?WGAv/dgCKNBAA;v115@9gC8wwRpg0R4C8xwRpi0E8Rpi0D8wwRpR4g0A8JeAg?WGAv/lPCPNBAA;v115@9gC8wwg0zhC8xwi0RpE8Rpg0RpD8wwRpi0A8JeAgWG?AK3KxCK+AAA
TJOZIJL,13,TIJJZO;ILJJZO;TILJJZ;TLJJZO;TILJJO;TILJZO,L;T;O;I;Z;J,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8j0hlC8zhi0E8wwg0RpglD8ywRpglA8JeAgWGAv?u3LCs/AAA;v115@9gC8wwzhAtC8xwi0BtE8Rpi0D8wwRpg0Atg0A8JeAg?WGAvfjxCK+AAA;v115@9gC8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0A8Je?AgWGAvfjxCs/AAA;v115@9gC8i0ilC8zhRpg0E8wwg0Rpg0D8ywglh0A8JeAgWG?A0vCMCqCBAA;v115@9gC8wwg0zhC8xwi0Atg0E8RpBtg0D8wwRpAth0A8Je?AgWGAvfjxCK+AAA;v115@9gC8i0ilC8ywAtRpg0E8BtRpg0D8wwAtg0glh0A8Je?AgWGAKnjxCs/AAA;v115@9gC8ilAtRpC8i0BtRpE8g0Ati0D8glzhg0A8JeAgWG?AKXNFDqCBAA;v115@9gC8ili0C8zhBtg0E8Rpg0BtD8glRpi0A8JeAgWGAK?nbMCqCBAA;v115@9gC8ilh0AtC8zhg0BtE8Rpi0D8glRpg0Atg0A8JeAg?WGAvfzPCpCBAA;v115@9gC8ili0C8i0zhE8g0wwBtg0D8glywBtA8JeAgWGAq?ubMCqCBAA
TJOTLIZ,16,TILJZO;TTILJO;TTLJZO;TTILJZ,T;Z;I;O,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ywglRpC8BtxwglRpE8xwi0D8Btwwhlg0A8JeAg?WGAqujWCvOBAA;v115@9gC8ilywC8zhxwg0E8Rpxwg0D8glRpwwh0A8JeAgWG?Av/NMC0CBAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8wwh0ilC8xwg0zhE8ywRpD8wwg0wwglRpA8JeAg?WGAvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8RpywD8glRpg0xwA8JeAgWG?AvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8Rpg0xwD8glRpywA8JeAgWG?AUHmPCpCBAA;v115@9gC8RpzhC8i0zwE8g0ywglD8RpwwilA8JeAgWGA0/D?xCP+AAA;v115@9gC8RpwhwwhlC8i0whxwglE8g0whxwglD8RpwhywA8?JeAgWGA0P9wCMHBAA;v115@9gC8wwi0hlC8xwzhglE8RpywD8wwRpg0wwglA8JeAg?WGAvOExCp/AAA;v115@9gC8RpwwhlwhC8i0xwglwhE8g0xwglwhD8RpywwhA8?JeAgWGA0P9wCMHBAA;v115@9gC8zhhlC8BtzwglE8i0xwD8Btwwg0wwglA8JeAgWG?A0fjWCU+AAA;v115@9gC8RpzhC8i0ilwwE8g0glywD8RpzwA8JeAgWGA0/V?WCP+AAA;v115@9gC8RpBthlC8i0zwE8g0ywglD8RpwwBtglA8JeAgWG?A0/VWCvXBAA
OTJSOJI,8,TIJJSO;TIJSOO;TJJSOO,O;J;I,v115@9gC8R4h0RpC8R4h0wwRpE8g0xwRpD8i0wwRpA8JeAg?WGAv/lPCPNBAA;v115@9gC8R4Rph0C8R4g0Rpg0wwE8g0RpxwD8h0Rpg0wwA8?JeAgWGA0vaPCPNBAA;v115@9gC8R4zhC8R4j0wwE8g0RpxwD8h0Rpg0wwA8JeAgWG?A0vaPCT+AAA;v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8wwg0zhC8xwi0R4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCK+AAA;v115@9gC8wwg0R4RpC8xwi0RpE8i0RpD8wwR4g0RpA8JeAg?WGAv/dgCKNBAA;v115@9gC8wwRpg0R4C8xwRpi0E8Rpi0D8wwRpR4g0A8JeAg?WGAv/lPCPNBAA;v115@9gC8wwRpi0C8xwRpR4g0E8g0R4RpD8wwi0RpA8JeAg?WGAvvTxCv/AAA
TJOIZJL,16,TILJJZ;TIJJZO;ILJJZO;TILJJO;TILJZO,O;L;T;Z;J,v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8j0hlC8zhi0E8wwg0RpglD8ywRpglA8JeAgWGAv?u3LCs/AAA;v115@9gC8wwzhAtC8xwi0BtE8Rpi0D8wwRpg0Atg0A8JeAg?WGAvfjxCK+AAA;v115@9gC8i0ilC8zhRpg0E8wwg0Rpg0D8ywglh0A8JeAgWG?A0vCMCqCBAA;v115@9gC8wwilh0C8ywRph0E8glRph0D8zhh0A8JeAgWGAq?eFgCqCBAA;v115@9gC8ili0C8zhywE8Rpg0wwg0D8glRpi0A8JeAgWGAK?X9wCqCBAA;v115@9gC8wwi0hlC8ywzhE8h0RpglD8i0RpglA8JeAgWGAv?e9VCq/AAA;v115@9gC8ilywC8i0Rpwwg0E8zhg0D8glg0Rph0A8JeAgWG?AqeFgCqCBAA;v115@9gC8ilAtRpC8i0BtRpE8g0Ati0D8glzhg0A8JeAgWG?AKXNFDqCBAA;v115@9gC8wwBtglh0C8ywBth0E8ilh0D8zhh0A8JeAgWGAq?eNPC6CBAA;v115@9gC8ili0C8zhBtg0E8Rpg0BtD8glRpi0A8JeAgWGAK?nbMCqCBAA;v115@9gC8ilh0AtC8zhg0BtE8Rpi0D8glRpg0Atg0A8JeAg?WGAvfzPCpCBAA;v115@9gC8g0BtilC8i0zhE8g0BtRpD8i0glRpA8JeAgWGAv?PNFDqCBAA;v115@9gC8Btgli0C8zhywE8Btg0wwg0D8ili0A8JeAgWGAq?eNFDqCBAA;v115@9gC8ili0C8i0zhE8g0wwBtg0D8glywBtA8JeAgWGAq?ubMCqCBAA
JOTZJTL,17,TLJJZO;TTLJJO;TTLJZO;TTLJJZ;TTJJZO,T;Z;J;O;L,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpA8JeAg?WGAvu/wCs/AAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8BtRph0C8ywRpg0wwE8i0xwD8wwBth0wwA8JeAg?WGA0f/wCvXBAA;v115@9gC8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwA8Je?AgWGAq+aPC0CBAA;v115@9gC8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0A8Je?AgWGAvfjxCs/AAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA;v115@9gC8i0ilC8ywg0ywE8Rpi0D8wwRpglwwg0A8JeAgWG?Av/VxCqCBAA;v115@9gC8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0A8JeAg?WGAKHmFD0CBAA;v115@9gC8ywi0C8Btxwi0E8xwRpg0D8BtwwRpg0A8JeAgWG?AvuPFD0/AAA;v115@9gC8i0ilC8ywAtRpg0E8BtRpg0D8wwAtg0glh0A8Je?AgWGAKnjxCs/AAA;v115@9gC8k0wwC8ywh0xwE8RpBtwwD8wwRpg0BtA8JeAgWG?AvfjxCqOBAA;v115@9gC8wwhli0C8ywglBtg0E8wwglg0BtD8ywi0A8JeAg?WGAqujxCs/AAA;v115@9gC8wwilh0C8xwglAth0wwE8Btg0xwD8wwAti0wwA8?JeAgWGA0fzPC0CBAA;v115@9gC8ilywC8i0Btwwg0E8g0wwBtg0D8glywh0A8JeAg?WGA0fzPC0CBAA
OTJSJOI,11,TIJJSO;TIJSOO;TJJSOO;TIJJOO,O;J;I;S,v115@9gC8R4h0RpC8R4h0wwRpE8g0xwRpD8i0wwRpA8JeAg?WGAv/lPCPNBAA;v115@9gC8R4Rph0C8R4g0Rpg0wwE8g0RpxwD8h0Rpg0wwA8?JeAgWGA0vaPCPNBAA;v115@9gC8R4zhC8R4j0wwE8g0RpxwD8h0Rpg0wwA8JeAgWG?A0vaPCT+AAA;v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8wwg0zhC8xwi0R4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCK+AAA;v115@9gC8RpzhC8l0wwE8g0RpxwD8Tpg0wwA8JeAgWGA0va?PCP+AAA;v115@9gC8wwg0R4RpC8xwi0RpE8i0RpD8wwR4g0RpA8JeAg?WGAv/dgCKNBAA;v115@9gC8wwRpg0R4C8xwRpi0E8Rpi0D8wwRpR4g0A8JeAg?WGAv/lPCPNBAA;v115@9gC8wwRpi0C8xwRpR4g0E8g0R4RpD8wwi0RpA8JeAg?WGAvvTxCv/AAA;v115@9gC8RpzhC8i0wwi0E8g0xwR4D8RpwwR4g0A8JeAgWG?A0vjPCP+AAA;v115@9gC8RpzhC8j0R4wwE8g0R4xwD8Rpi0wwA8JeAgWGA0?vjPCP+AAA
TJOIJZL,20,TILJJZ;TIJJZO;ILJJZO;TILJJO;TLJJZO,O;L;T;Z;I,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8j0hlC8zhi0E8wwg0RpglD8ywRpglA8JeAgWGAv?u3LCs/AAA;v115@9gC8wwzhAtC8xwi0BtE8Rpi0D8wwRpg0Atg0A8JeAg?WGAvfjxCK+AAA;v115@9gC8i0ilC8zhRpg0E8wwg0Rpg0D8ywglh0A8JeAgWG?A0vCMCqCBAA;v115@9gC8wwilh0C8ywRph0E8glRph0D8zhh0A8JeAgWGAq?eFgCqCBAA;v115@9gC8ili0C8zhywE8Rpg0wwg0D8glRpi0A8JeAgWGAK?X9wCqCBAA;v115@9gC8wwRpilC8ywj0E8Rpglh0D8zhh0A8JeAgWGAqeN?PCvCBAA;v115@9gC8wwi0hlC8ywzhE8h0RpglD8i0RpglA8JeAgWGAv?e9VCq/AAA;v115@9gC8RpwhilC8i0whi0E8g0whywD8Rpwhglwwg0A8Je?AgWGA0PNPCvCBAA;v115@9gC8ilRpwhC8l0whE8ywg0whD8glg0wwRpwhA8JeAg?WGA0PNPCvCBAA;v115@9gC8ilg0RpC8i0zhE8g0wwi0D8glywRpA8JeAgWGAq?eNPCvCBAA;v115@9gC8RpilwhC8l0whE8g0ywwhD8Rpglwwg0whA8JeAg?WGAqeNPCvCBAA;v115@9gC8ilywC8i0Rpwwg0E8zhg0D8glg0Rph0A8JeAgWG?AqeFgCqCBAA;v115@9gC8ilywC8zhi0E8Rpg0wwg0D8glRpi0A8JeAgWGAK?XNPC0CBAA;v115@9gC8ilywC8zhi0E8Rpg0wwg0D8glRpi0A8JeAgWGAv?PNPC0CBAA;v115@9gC8ilRpg0C8i0zhE8g0wwRpg0D8glywh0A8JeAgWG?AqeNPCvCBAA;v115@9gC8ilAtRpC8i0BtRpE8g0Ati0D8glzhg0A8JeAgWG?AKXNFDqCBAA;v115@9gC8wwBtglh0C8ywBth0E8ilh0D8zhh0A8JeAgWGAq?eNPC6CBAA;v115@9gC8Btgli0C8zhywE8Btg0wwg0D8ili0A8JeAgWGAq?eNFDqCBAA
JOTZJLT,11,TLJJZO;TTLJJO;TTLJZO;TTJJZO,T;Z;J;L,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0A8Je?AgWGAvfjxCs/AAA;v115@9gC8i0ywC8ywg0ilE8Rpi0D8wwRpglwwg0A8JeAgWG?Av/DxCqOBAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA;v115@9gC8i0ilC8ywAtglRpE8Btg0RpD8wwAtj0A8JeAgWG?AKnjxCs/AAA;v115@9gC8i0ilC8ywAtRpg0E8BtRpg0D8wwAtg0glh0A8Je?AgWGAKnjxCs/AAA;v115@9gC8Rph0hlC8j0BtglE8h0wwBtD8RpywglA8JeAgWG?A0fzPCMHBAA;v115@9gC8k0wwC8ywh0xwE8RpBtwwD8wwRpg0BtA8JeAgWG?AvfjxCqOBAA
TJOLTIZ,13,TILJZO;TTILJO;TTLJZO;TTILJZ,T;Z;I;O,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ywglRpC8BtxwglRpE8xwi0D8Btwwhlg0A8JeAg?WGAqujWCvOBAA;v115@9gC8ilywC8zhxwg0E8Rpxwg0D8glRpwwh0A8JeAgWG?Av/NMC0CBAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8zhh0C8ywhlg0wwE8RpglxwD8wwRpglg0wwA8Je?AgWGAvOUPCU+AAA;v115@9gC8zhh0C8Btilg0wwE8glRpxwD8BtRpg0wwA8JeAg?WGAvOUFDK+AAA;v115@9gC8RpzhC8i0zwE8g0ywglD8RpwwilA8JeAgWGA0/D?xCP+AAA;v115@9gC8RpwhwwhlC8i0whxwglE8g0whxwglD8RpwhywA8?JeAgWGA0P9wCMHBAA;v115@9gC8wwi0hlC8xwzhglE8RpywD8wwRpg0wwglA8JeAg?WGAvOExCp/AAA;v115@9gC8zhhlC8BtzwglE8i0xwD8Btwwg0wwglA8JeAgWG?A0fjWCU+AAA;v115@9gC8RpwhywC8i0whglxwE8g0whglxwD8RpwhhlwwA8?JeAgWGA0/7LCUHBAA
TJOIJLZ,22,TIJJZO;TILJJO;TLJJZO;TILJZO,L;Z;I;J,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8i0ilC8zhglRpE8wwh0RpD8ywi0A8JeAgWGAq+C?MCs/AAA;v115@9gC8j0hlC8zhi0E8wwg0RpglD8ywRpglA8JeAgWGAv?u3LCs/AAA;v115@9gC8i0ilC8zhRpg0E8wwg0Rpg0D8ywglh0A8JeAgWG?A0vCMCqCBAA;v115@9gC8wwilh0C8ywRph0E8glRph0D8zhh0A8JeAgWGAq?eFgCqCBAA;v115@9gC8ili0C8zhywE8Rpg0wwg0D8glRpi0A8JeAgWGAK?X9wCqCBAA;v115@9gC8wwRpilC8ywj0E8Rpglh0D8zhh0A8JeAgWGAqeN?PCvCBAA;v115@9gC8wwi0hlC8ywzhE8h0RpglD8i0RpglA8JeAgWGAv?e9VCq/AAA;v115@9gC8Rphlh0C8zhglh0E8ywh0D8Rpwwglh0A8JeAgWG?Aqu/VCJHBAA;v115@9gC8g0ywhlC8i0zhE8g0wwRpglD8i0RpglA8JeAgWG?AvP9VC0/AAA;v115@9gC8RpwhilC8i0whi0E8g0whywD8Rpwhglwwg0A8Je?AgWGA0PNPCvCBAA;v115@9gC8RpwhilC8i0whi0E8g0whglwwg0D8RpwhywA8Je?AgWGA0PNPCMHBAA;v115@9gC8RpilwhC8l0whE8g0glwwg0whD8RpywwhA8JeAg?WGA0PNPCMHBAA;v115@9gC8ilRpwhC8l0whE8ywg0whD8glg0wwRpwhA8JeAg?WGA0PNPCvCBAA;v115@9gC8ilg0RpC8i0zhE8g0wwi0D8glywRpA8JeAgWGAq?eNPCvCBAA;v115@9gC8RpilwhC8l0whE8g0ywwhD8Rpglwwg0whA8JeAg?WGAqeNPCvCBAA;v115@9gC8ilywC8i0Rpwwg0E8zhg0D8glg0Rph0A8JeAgWG?AqeFgCqCBAA;v115@9gC8ilywC8zhi0E8Rpg0wwg0D8glRpi0A8JeAgWGAK?XNPC0CBAA;v115@9gC8ilywC8zhi0E8Rpg0wwg0D8glRpi0A8JeAgWGAv?PNPC0CBAA;v115@9gC8ilRpg0C8i0zhE8g0wwRpg0D8glywh0A8JeAgWG?AqeNPCvCBAA
OTJSJIO,10,TIJJSO;TIJSOO;TJJSOO;TIJJOO,O;J;I;S,v115@9gC8R4h0RpC8R4h0wwRpE8g0xwRpD8i0wwRpA8JeAg?WGAv/lPCPNBAA;v115@9gC8R4Rph0C8R4g0Rpg0wwE8g0RpxwD8h0Rpg0wwA8?JeAgWGA0vaPCPNBAA;v115@9gC8R4zhC8R4j0wwE8g0RpxwD8h0Rpg0wwA8JeAgWG?A0vaPCT+AAA;v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8wwg0zhC8xwi0R4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCK+AAA;v115@9gC8RpzhC8l0wwE8g0RpxwD8Tpg0wwA8JeAgWGA0va?PCP+AAA;v115@9gC8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpA8JeAgWG?Av/NMCKHBAA;v115@9gC8wwRpi0C8xwRpR4g0E8g0R4RpD8wwi0RpA8JeAg?WGAvvTxCv/AAA;v115@9gC8RpzhC8i0wwi0E8g0xwR4D8RpwwR4g0A8JeAgWG?A0vjPCP+AAA;v115@9gC8RpzhC8j0R4wwE8g0R4xwD8Rpi0wwA8JeAgWGA0?vjPCP+AAA
TJOLTZI,10,TILJZO;TTILJO;TTLJZO;TTILJZ,T;Z;I;O,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ywglRpC8BtxwglRpE8xwi0D8Btwwhlg0A8JeAg?WGAqujWCvOBAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8zhh0C8ywhlg0wwE8RpglxwD8wwRpglg0wwA8Je?AgWGAvOUPCU+AAA;v115@9gC8zhh0C8Btilg0wwE8glRpxwD8BtRpg0wwA8JeAg?WGAvOUFDK+AAA;v115@9gC8RpzhC8i0zwE8g0ywglD8RpwwilA8JeAgWGA0/D?xCP+AAA;v115@9gC8RpBthlC8i0wwBtglE8g0ywglD8RpzwA8JeAgWG?A0/VWCaHBAA;v115@9gC8zhhlC8BtzwglE8i0xwD8Btwwg0wwglA8JeAgWG?A0fjWCU+AAA
TJOJILZ,13,TIJJZO;TILJJO;TLJJZO;TILJZO,L;Z;I;J,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8i0ilC8zhglRpE8wwh0RpD8ywi0A8JeAgWGAq+C?MCs/AAA;v115@9gC8j0hlC8zhi0E8wwg0RpglD8ywRpglA8JeAgWGAv?u3LCs/AAA;v115@9gC8i0ilC8zhRpg0E8wwg0Rpg0D8ywglh0A8JeAgWG?A0vCMCqCBAA;v115@9gC8zhglg0C8ywilg0E8Rpi0D8wwRpi0A8JeAgWGAK?n/wCM+AAA;v115@9gC8wwilh0C8ywRph0E8glRph0D8zhh0A8JeAgWGAq?eFgCqCBAA;v115@9gC8wwRpilC8ywj0E8Rpglh0D8zhh0A8JeAgWGAqeN?PCvCBAA;v115@9gC8zhhlC8ywi0glE8Rph0glD8wwRpi0A8JeAgWGAK?n/VCU+AAA;v115@9gC8Rphlh0C8zhglh0E8ywh0D8Rpwwglh0A8JeAgWG?Aqu/VCJHBAA;v115@9gC8RpwhilC8i0whi0E8g0whglwwg0D8RpwhywA8Je?AgWGA0PNPCMHBAA;v115@9gC8RpilwhC8l0whE8g0glwwg0whD8RpywwhA8JeAg?WGA0PNPCMHBAA
